EventId,InvestigationType,AccidentNumber,EventDate,Location,Country,Latitude,Longitude,AirportCode,AirportName,InjurySeverity,AircraftDamage,AircraftCategory,RegistrationNumber,Make,Model,AmateurBuilt,NumberOfEngines,EngineType,FARDescription,Schedule,PurposeOfFlight,AirCarrier,TotalFatalInjuries,TotalSeriousInjuries,TotalMinorInjuries,TotalUninjured,WeatherCondition,BroadPhaseOfFlight,ReportStatus,PublicationDate,
20121106X01157,Accident,CEN13FA049,11/06/2012,"Wichita, KS",United States,37.614722,-97.447777,KICT,Wichita Mid-Continent Airport,Fatal(1),Substantial,Airplane,N793FE,Cessna,208B,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,"Baron Aviation Services, Incorporated",1,,,,VMC,,Preliminary,11/27/2012,
20121106X84436,Accident,CEN13LA046,11/05/2012,"Groesbeck, TX",United States,31.427778,-96.470834,,,Fatal(1),Substantial,,N460JS,Sorensen,Sprint,Yes,,,Part 91: General Aviation,,Flight Test,,1,,,,VMC,,Preliminary,11/12/2012,
20121104X34649,Accident,CEN13FA045,11/04/2012,"Gothenburg, NE",United States,40.925556,-100.146389,GTE,Quinn Field,Fatal(1),Substantial,Airplane,N8375G,CESSNA,150F,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,1,,,,VMC,APPROACH,Probable Cause,05/23/2013,
20121104X20957,Accident,CEN13FA044,11/04/2012,"Stotts City, MO",United States,37.123056,-94.040277,,N/A,Fatal(2),Substantial,Airplane,N6BS,CESSNA,310,No,2,Reciprocating,Part 91: General Aviation,,Positioning,,2,,,,VMC,DESCENT,Probable Cause,01/30/2014,
20121104X05051,Accident,ERA13GA046,11/03/2012,"Atlanta, GA",United States,33.752778,-84.467223,,N/A,Fatal(2),Substantial,Helicopter,N368PD,HUGHES,OH-6A,No,1,Turbo Shaft,Public Use,,PUBL,,2,,,,VMC,MANEUVERING,Probable Cause,03/07/2014,
20121101X83946,Accident,CEN13FA039,11/01/2012,"San Marcos, TX",United States,29.879445,-97.883056,KHYI,San Marcos Municipal Airport,Fatal(1),Substantial,Airplane,N10PM,CESSNA,320E,No,2,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,TAKEOFF,Probable Cause,06/12/2013,
20121029X21705,Accident,CEN13LA034,10/28/2012,"Mont Belvieu, TX",United States,,,,,Fatal(2),Substantial,Airplane,N2482J,US LIGHT AIRCRAFT CORP,HORNET,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,MANEUVERING,Probable Cause,11/06/2013,
20121025X41040,Accident,ERA13FA039,10/25/2012,"Hooksett, NH",United States,43.041389,-71.468889,,,Fatal(2),Substantial,Airplane,N4325W,BEECH,A36,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,,Preliminary,11/05/2012,
20121025X00050,Accident,CEN13FA030,10/24/2012,"Maryland Heights, MO",United States,38.773611,-90.492777,,,Fatal(2),Substantial,Airplane,N55620,PIPER,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,APPROACH,Probable Cause,06/19/2013,
20121024X11737,Accident,WPR13FA022,10/23/2012,"Byron, CA",United States,37.897222,-121.643611,4CA2,Funny Farm Airport,Fatal(2),Substantial,Airplane,N655DB,BEHNE,GLASAIR III,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,,Preliminary,10/31/2012,
20121024X31022,Accident,CEN13LA029,10/23/2012,"Castroville, TX",United States,29.426389,-98.977223,None,Private Residence,Fatal(1),Substantial,Ultralight,None,Quad City,Challenger,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Probable Cause,05/09/2013,
20121020X72847,Accident,ERA13FA032,10/20/2012,"East Moriches, NY",United States,40.765000,-72.755000,,,Fatal(2),Substantial,Airplane,N80823,"Swift Museum Foundation, Inc.",GC-1A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,MANEUVERING,Probable Cause,09/30/2013,
20121018X90324,Accident,WPR13FA017,10/18/2012,"Yucca, AZ",United States,34.800278,-114.161944,,,Fatal(1),Substantial,Airplane,N20939,CESSNA,182P,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,10/24/2012,
20121017X91940,Accident,ERA13FA026,10/17/2012,"Erwinna, PA",United States,40.528334,-75.074723,4PN5,Brigham Heliport,Fatal(1),Substantial,Helicopter,C-FXGM,AEROSPATIALE,AS 355,No,2,Turbo Shaft,Part 91: General Aviation,,Positioning,,1,,,,IMC,,Factual,02/18/2014,
20121016X61509,Accident,WPR13FA013,10/15/2012,"Half Moon Bay, CA",United States,37.510278,-122.505278,HAF,Half Moon Bay Airport,Fatal(1),Substantial,Airplane,N72AH,AEROPRO CZ,A240,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,TAKEOFF,Probable Cause,01/13/2014,
20121016X75112,Accident,ANC13FA004,10/15/2012,"Willow, AK",United States,61.833611,-150.560556,,N/A,Fatal(1),Destroyed,Airplane,N27PH,GRUMMAN AIRCRAFT ENG CORP,C-1A,No,2,Reciprocating,Part 91: General Aviation,,Business,,1,,,,VMC,,Factual,03/12/2014,
20121015X22823,Accident,WPR13FA010,10/14/2012,"Marana, AZ",United States,32.323889,-111.454167,,,Fatal(1),Substantial,Airplane,N151SV,PIPER,PA-28-151,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,11/05/2012,
20121015X92940,Accident,ERA13LA020,10/14/2012,"Winter Haven, FL",United States,28.057778,-81.751944,GIF,Winter Haven's Gilbert Airport,Fatal(2),Substantial,,N811RW,AIRBORNE WINDSPORTS PTY LTD,XT-912,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,,Preliminary,10/22/2012,
20121015X01619,Accident,CEN13FA012,10/14/2012,"Simpson, LA",United States,31.299166,-92.888889,,N/A,Fatal(1),Substantial,Airplane,N2126R,CESSNA,172R,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Factual,02/03/2014,
20121015X92424,Accident,ERA13LA019,10/13/2012,"Charlotte Amalie, VI",United States,18.240833,-65.055278,TIST,Charlotte Amalie,Fatal(3),Substantial,Airplane,N5553Y,PIPER,PA-23-250,No,2,Reciprocating,Part 91: General Aviation,,Business,,3,1,,,VMC,DESCENT,Probable Cause,09/12/2013,
20121030X30545,Accident,ANC13FAMS1,10/13/2012,"Kenai, AK",United States,60.472778,-151.022223,,,Fatal(1),Destroyed,Airplane,N444LZ,PIPER,PA-18-150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,UNKNOWN,Probable Cause,02/27/2013,
20121012X13500,Accident,CEN13FA010,10/11/2012,"Blanco, TX",United States,30.051944,-98.606667,,,Fatal(3),Substantial,Helicopter,N474FA,Robinson Helicopter Company,R44 II,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,3,,,,VMC,,Preliminary,10/25/2012,
20121010X41638,Accident,CEN13FA009,10/10/2012,"Crowley, LA",United States,30.085277,-92.382500,,,Fatal(1),Substantial,Helicopter,N333DR,BELL,206B,No,1,Turbo Shaft,Part 91: General Aviation,,Personal,,1,,,,VMC,CRUISE,Probable Cause,06/12/2013,
20121011X32021,Accident,WPR13FA008,10/09/2012,"Laramie Peak, WY",United States,42.263889,-105.448889,,,Fatal(4),Substantial,Airplane,N110UM,PIPER,PA-32R-301T,No,1,Reciprocating,Part 91: General Aviation,,Personal,,4,,,,VMC,,Preliminary,10/29/2012,
20121010X63824,Accident,ERA13FA014,10/09/2012,"Coolbaugh Township, PA",United States,41.150278,-75.410000,MPO,Pocono Mountains Municipal,Fatal(2),Substantial,Helicopter,N108MF,BELL,407,No,1,Turbo Shaft,Part 91: General Aviation,,Executive/Corporate,,2,1,,,IMC,,Preliminary,10/19/2012,
20121007X33859,Accident,ANC13FA001,10/07/2012,"Aleknagik, AK",United States,59.972223,-158.350278,,,Fatal(1),Substantial,Airplane,N139F,GRUMMAN,G-44,No,2,Reciprocating,Part 91: General Aviation,,Positioning,,1,,,,VMC,MANEUVERING,Probable Cause,09/12/2013,
20121006X31929,Accident,CEN13FA006,10/06/2012,"Mabank, TX",United States,32.477500,-96.065000,,N/A,Fatal(4),Destroyed,Airplane,N32GP,BEECH,A36,No,1,Turbo Prop,Part 91: General Aviation,,Personal,,4,,,,IMC,MANEUVERING,Probable Cause,01/30/2014,
20121005X04242,Accident,CEN13FA003,10/05/2012,"Intracoastal City, LA",United States,29.787222,-92.158333,2LA0,Central Industries Airport,Fatal(1),Substantial,Helicopter,N406AL,Bell,407,No,1,Turbo Shaft,Part 91: General Aviation,,Other Work Use,,1,,,,IMC,,Preliminary,10/25/2012,
20121004X40758,Accident,WPR13LA002,10/04/2012,"San Manuel, AZ",United States,32.635277,-110.641666,E77,San Manuel Airport,Fatal(1),Substantial,Airplane,N112MW,WOOD,MUSTANG II FB,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,10/30/2012,
20121003X24635,Accident,CEN13FA002,10/03/2012,"Gary, IN",United States,41.616111,-87.412778,KGYY,Gary/Chicago Int'l Arp,Fatal(2),Substantial,Airplane,N308PJ,CIRRUS DESIGN CORP,SR22,No,1,Reciprocating,Part 91: General Aviation,,Business,,2,,,,IMC,,Preliminary,10/11/2012,
20121001X15424,Accident,WPR12LA442,09/30/2012,"Safford, AZ",United States,33.339166,-109.954444,SAD,Safford Regional Airport,Fatal(1),Substantial,,N2751N,AIR CREATION,TANARG,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Probable Cause,11/06/2013,
20120930X93252,Accident,ERA12LA584,09/30/2012,"Granite Quarry, NC",United States,35.617500,-80.443889,,N/A,Fatal(1),Substantial,Airplane,N710WP,KEUTHAN,BUCCANEER II,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Probable Cause,01/13/2014,
20120929X81653,Accident,ERA12FA583,09/29/2012,"Fredericksburg, VA",United States,38.271111,-77.443055,EZF,Fredricksburg,Fatal(2),Substantial,Airplane,N66246,CESSNA,150M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,TAKEOFF,Probable Cause,05/30/2013,
20120925X95448,Accident,ERA12LA578,09/23/2012,,United States,30.386944,-81.006111,,,Fatal(1),Substantial,Airplane,N8059X,CESSNA,172B,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Probable Cause,05/09/2013,
20120922X41332,Accident,ERA12FA572,09/22/2012,"Land O'Lakes, FL",United States,28.253611,-82.522223,,,Fatal(1),Substantial,Airplane,N21750,CESSNA,172S,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,DESCENT,Probable Cause,06/19/2013,
20120922X92533,Accident,CEN12FA654,09/22/2012,"Roanoke, TX",United States,,,52F,Northwest Regional,Fatal(2),Substantial,Airplane,N4567J,PIPER,PA-28R-180,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,,Preliminary,10/01/2012,
20120921X20003,Accident,WPR12FA432,09/21/2012,"Laramie, WY",United States,41.321667,-105.661667,,,Fatal(1),Substantial,Airplane,N423RA,Kundel,VANS RV 7A,Yes,1,,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,10/02/2012,
20120917X63831,Accident,ERA12FA566,09/17/2012,"Crane Hill, AL",United States,33.976389,-87.117223,,,Fatal(2),Substantial,Airplane,N1085A,MOONEY,M20M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,IMC,,Preliminary,10/02/2012,
20120916X71751,Accident,ERA12FA565,09/16/2012,"Brownsboro, AL",United States,34.747222,-86.460833,3M5,Moontown,Fatal(2),Substantial,Airplane,N2207X,YAKOVLEV,YAK 52,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,,Preliminary,10/02/2012,
20120916X04309,Accident,CEN12LA636,09/16/2012,"Cameron, MO",United States,39.722223,-94.275556,KEZZ,Cameron Memorial Airport,Fatal(1),Substantial,Airplane,N3533D,JDT Mini-Max LLC,1500R,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,10/01/2012,
20120917X44725,Accident,CEN12FA638,09/16/2012,"Pueblo, CO",United States,38.288889,-104.496389,PUB,Pueblo Memorial Airport,Fatal(1),Substantial,Airplane,N966G,MCHENRY GEORGE B JR,KR2S,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,12/03/2012,
20120915X24429,Accident,ERA12LA562,09/15/2012,"Cedar Bluff, AL",United States,34.210278,-85.547777,,,Fatal(1),Substantial,Airplane,N6072K,REPUBLIC,RC-3,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Probable Cause,09/12/2013,
20120915X43730,Accident,ERA12FA563,09/15/2012,"West Windsor, NJ",United States,40.300000,-74.668611,,,Fatal(1),Substantial,Helicopter,N58020,AEROSPATIALE,AS 355F1,No,2,Turbo Shaft,Part 91: General Aviation,,Business,,1,,,,VMC,,Probable Cause,12/02/2013,
20120915X35028,Accident,CEN12FA633,09/15/2012,"Willard, MO",United States,37.341944,-93.466945,SGF,Springfield-Branson National,Fatal(5),Substantial,Airplane,N436KS,CIRRUS DESIGN CORP,SR22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,5,,,,IMC,APPROACH,Probable Cause,12/05/2013,
20120915X95617,Accident,CEN12LA634,09/14/2012,"Vermillion, SD",United States,42.773889,-96.948333,KVMR,Harold Davidson Field Airport,Fatal(1),Substantial,,N850GB,North Wing Design,Apache Sport,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,09/19/2012,
20120915X03904,Accident,WPR12FA420,09/13/2012,"Strawberry, AZ",United States,34.457500,-111.483611,KPAN,Payson,Fatal(3),Substantial,Airplane,N4188E,PIPER,PA-28-181,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,3,,,,VMC,,Preliminary,09/28/2012,
20120913X01733,Accident,ERA12FA561,09/13/2012,"Cumming, GA",United States,34.210278,-84.050278,,,Fatal(2),Substantial,Airplane,N517DG,HALL DON H,RV-7,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,MANEUVERING,Probable Cause,06/04/2013,
20120917X45348,Accident,CEN12FA639,09/13/2012,"Teddys Peak, CO",United States,37.337500,-105.166945,PUB,Pueblo Memorial Airport,Fatal(2),Substantial,Airplane,N58119,MOONEY,M20J,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,,Preliminary,12/03/2012,
20120912X92859,Accident,CEN12FA628,09/12/2012,"Bullard, TX",United States,32.137500,-95.432778,,N/A,Fatal(1),Substantial,Airplane,N4842P,PIPER,PA-23-250,No,2,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Probable Cause,01/13/2014,
20120910X05133,Accident,CEN12FA621,09/10/2012,"Houston, TX",United States,29.784722,-94.951389,,None,Fatal(2),Substantial,Helicopter,N281RG,ROBINSON HELICOPTER,R22 BETA,No,1,Reciprocating,Part 91: General Aviation,NSCH,Aerial Observation,,2,,,,VMC,DESCENT,Probable Cause,11/06/2013,
20120910X35729,Accident,CEN12FA619,09/10/2012,"Lansing, IL",United States,41.522223,-87.527778,KIGQ,Lansing Municipal Airport,Fatal(1),Substantial,Gyrocraft,N717EW,Wiggins,Air Boss,Yes,,,Part 91: General Aviation,,Flight Test,,1,,,,VMC,,Preliminary,09/14/2012,
20120909X05222,Accident,CEN12FA617,09/09/2012,"Kansasville, WI",United States,42.698611,-88.136944,ENW,Kenosha Regional,Fatal(1),Substantial,Airplane,N3224G,BEECH,A36,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Probable Cause,09/30/2013,
20120910X71500,Accident,WPR12LA410,09/08/2012,"Viola, ID",United States,46.829445,-116.998055,,,Fatal(1),Substantial,Airplane,N550YS,SCHOEPFLIN,DA-4-550,Yes,1,Reciprocating,Part 91: General Aviation,,Air Drop,,1,,,,VMC,,Preliminary,09/26/2012,
20120908X82232,Accident,WPR12LA407,09/08/2012,"Borrego Springs, CA",United States,33.260556,-116.324445,L08,Borrego Valley Airport,Fatal(1),Substantial,Airplane,N21MX,MOORE EDWARD R,MXS,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,09/14/2012,
20120908X23751,Accident,CEN12FA616,09/08/2012,"Kingsland, TX",United States,30.683333,-98.416945,44TE,Shirley Williams Airport,Fatal(1),Substantial,Airplane,N70108,PIPER,J3C-65,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,10/01/2012,
20120907X33920,Accident,CEN12LA615,09/07/2012,"Valley City, ND",United States,46.941111,-98.018056,BAC,Barnes County Municipal,Fatal(1),Substantial,Airplane,N5577N,GOODYEAR,F2G,No,1,Reciprocating,Part 91: General Aviation,,Air Race/Show,,1,,,,VMC,,Probable Cause,04/10/2013,
20120906X12528,Accident,CEN12FA611,09/06/2012,"Winnsboro, LA",United States,32.146389,-91.698611,F89,Winnsboro Municipal Airport,Fatal(1),Substantial,Airplane,N1126V,FAIRLEY GOOCH,LANCAIR IV,Yes,1,Reciprocating,Part 91: General Aviation,,Flight Test,,1,,,,VMC,GO-AROUND,Probable Cause,09/12/2013,
20120904X22203,Accident,WPR12FA395,09/03/2012,"Murtaugh, ID",United States,42.238611,-114.160833,,,Fatal(1),Substantial,Airplane,N9764J,SKYKITS USA CORP,SAVANNAH ADV,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,09/07/2012,
20120901X63404,Accident,ERA12LA541,09/01/2012,"McVeytown, PA",United States,40.451111,-77.826389,,,Fatal(1),Substantial,Helicopter,N70415,JOHNSTON DOUGLAS S,SAFARI,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Probable Cause,04/10/2013,
20120901X42234,Accident,ERA12FA540,09/01/2012,"Falmouth, MA",United States,41.584722,-70.542777,5B6,Falmouth Airpark,Fatal(1),Substantial,Airplane,N221DV,CIRRUS DESIGN CORP,SR22,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,1,2,,,VMC,,Preliminary,09/12/2012,
20120905X92749,Accident,CEN12LA605,09/01/2012,"El Paso, TX",United States,31.718611,-106.235277,T27,Horizon Airport,Fatal(1),Substantial,Glider,N5489X,BURKHART GROB,G 103 TWIN II,No,0,,Part 91: General Aviation,,Glider Tow,,1,,,,VMC,TAKEOFF,Probable Cause,06/19/2013,
20120904X65358,Accident,CEN12LA602,09/01/2012,"Davenport, IA",United States,41.610278,-90.588333,,N/A,Fatal(1),Destroyed,Airplane,N139GS,AERO VODOCHODY,L39C,No,1,Turbo Jet,Part 91: General Aviation,,Air Race/Show,,1,,,,VMC,,Probable Cause,01/13/2014,
20120904X64842,Accident,CEN12LA601,09/01/2012,"Brighton, MI",United States,42.569723,-83.778334,,,Fatal(1),Substantial,Airplane,N82383,AERONCA,7AC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,1,,,VMC,,Preliminary,11/01/2012,
20120831X24543,Accident,CEN12FA594,08/31/2012,"Rye, CO",United States,37.964722,-105.092222,,,Fatal(2),Substantial,Airplane,N3031M,PIPER,PA-12,No,1,Reciprocating,Part 91: General Aviation,,Aerial Observation,,2,,,,VMC,MANEUVERING,Probable Cause,05/30/2013,
20120831X05957,Accident,ANC12FA095,08/31/2012,"Homer, AK",United States,59.526111,-151.341666,,,Fatal(1),Substantial,Airplane,N57511,BELLANCA,7GCBC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,,,Probable Cause,08/13/2013,
20120830X12802,Accident,WPR12FA378,08/30/2012,"Nephi, UT",United States,39.736389,-111.870000,U14,Nephi Municipal Airport,Fatal(2),Substantial,Airplane,N651AM,AIRCRAFT MFG & DEVELOPMENT CO,CH 2000,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,APPROACH,Probable Cause,06/12/2013,
20120831X90624,Accident,ERA12LA537,08/30/2012,"Ocala, FL",United States,29.207222,-82.290000,,,Fatal(2),Substantial,Airplane,N2481P,QUAD CITY ULTRALIGHTS,CHALLENGER II,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,,Preliminary,10/02/2012,
20120829X75510,Accident,ERA12LA535,08/29/2012,"Millville, NJ",United States,39.370278,-75.076111,MIV,Millville Municipal Airport,Fatal(1),Substantial,Airplane,N71BM,BEECH,95-A55,No,2,Reciprocating,Part 91: General Aviation,,Instructional,,1,1,,,VMC,LANDING,Probable Cause,11/06/2013,
20120830X73434,Accident,CEN12FA586,08/29/2012,"Canton, MO",United States,40.095833,-91.553333,,N/A,Fatal(2),Substantial,Airplane,N1486P,PIPER,PA-23-150,No,2,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,,Probable Cause,03/07/2014,
20120828X50230,Accident,CEN12FA579,08/28/2012,"Pierre, SD",United States,44.376111,-100.284722,KPIR,Pierre Regional Airport,Fatal(1),Substantial,Airplane,N416,LEE PAUL,SQ 2000,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,TAKEOFF,Probable Cause,02/27/2013,
20120829X21045,Accident,CEN12LA584,08/27/2012,"Bemidji, MN",United States,47.496111,-94.952778,MN13,Moberg Air Base Airport,Fatal(1),Substantial,,N71314,TOP DOG,TD2,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,1,,,VMC,LANDING,Probable Cause,05/09/2013,
20120826X33639,Accident,ERA12FA526,08/26/2012,"Dayton, VA",United States,38.421111,-79.121111,,N/A,Fatal(1),Substantial,Airplane,N9200S,BEECH,B24R,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,,Probable Cause,12/05/2013,
20120827X12111,Accident,WPR12FA369,08/25/2012,"South Lake Tahoe, CA",United States,38.893889,-119.995277,TVL,Lake Tahoe Airport,Fatal(5),Substantial,Airplane,N588ET,PIPER,PA-32-301T,No,1,Reciprocating,Part 91: General Aviation,,Personal,,5,,,,VMC,,Preliminary,09/11/2012,
20120826X51643,Accident,ERA12LA528,08/25/2012,"Dansville, NY",United States,42.578334,-77.722500,,,Fatal(1),Substantial,Glider,N438AS,SCHLEICHER,ASW-19,No,0,,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,09/10/2012,
20120825X85310,Accident,CEN12FA570,08/25/2012,"Llano, TX",United States,,,AQO,Llano Municipal,Fatal(2),Substantial,Airplane,N5796L,AMERICAN,AA-1,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,2,,,,VMC,TAKEOFF,Probable Cause,11/06/2013,
20120826X42003,Accident,ERA12FA527,08/24/2012,"Abingdon, VA",United States,36.594444,-82.018334,,,Fatal(1),Substantial,Helicopter,N407N,BELL,407,No,1,Turbo Shaft,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,09/06/2012,
20120828X44740,Accident,CEN12LA578,08/24/2012,"Hart, MI",United States,43.678056,-86.510278,,N/A,Fatal(2),Substantial,,N1674A,DESTINY,XLT,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,MANEUVERING,Probable Cause,01/30/2014,
20120826X82523,Accident,CEN12FA571,08/24/2012,"Milner, CO",United States,40.512500,-107.033889,,,Fatal(1),Substantial,Airplane,N7774P,PIPER,PA-24-250,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,CRUISE,Probable Cause,06/04/2013,
20120820X11154,Accident,ERA12FA514,08/19/2012,"Shirley, NY",United States,40.819723,-72.866667,HWV,Brookhaven Airport,Fatal(2),Substantial,Airplane,N5542Z,SOCATA,TB 10,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,1,,,VMC,TAKEOFF,Probable Cause,08/13/2013,
20120820X02522,Accident,ERA12FA513,08/18/2012,"Columbus, GA",United States,32.518889,-84.948889,CSG,Columbus Metropolitan Airport,Fatal(1),Substantial,Airplane,N149AM,MCLEOD ALAN,FW-190 1/2 SCALE,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Probable Cause,08/13/2013,
20120815X90528,Accident,ERA12FA508,08/15/2012,"Clifton Park, NY",United States,42.801667,-73.793055,ALB,Albany International,Fatal(2),Substantial,Airplane,N678DR,BEECH,A36TC,No,1,Reciprocating,Part 91: General Aviation,,Business,,2,,,,VMC,CLIMB,Probable Cause,09/30/2013,
20120811X45234,Accident,CEN12FA534,08/11/2012,"Taylorville, IL",United States,39.539722,-89.302222,TAZ,Taylorville Municipal Airport,Fatal(1),Substantial,Airplane,N697Q,Hawker Beechcraft Corporation,G18S,No,2,Reciprocating,Part 91: General Aviation,,Skydiving,,1,,,,VMC,,Preliminary,09/10/2012,
20120811X63955,Accident,WPR12FA349,08/10/2012,"Santa Monica, CA",United States,34.045833,-118.431945,SMO,Santa Monica Airport,Fatal(1),Substantial,Airplane,N41KA,CESSNA,P210N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,08/17/2012,
20120808X44331,Accident,ANC12FA084,08/07/2012,"Delta Junction, AK",United States,64.442222,-144.884722,76AK,Pogo Mine Airstrip,Fatal(1),Substantial,Helicopter,N737TV,MCDONNELL DOUGLAS HELICOPTER,600N,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,Aurora Aviation Services Inc.,1,,,,VMC,,Probable Cause,08/13/2013,
20120804X25204,Accident,CEN12FA517,08/04/2012,"Imperial, NE",United States,,,,,Fatal(1),Substantial,Airplane,N36286,BELLANCA,7GCBC,No,1,Reciprocating,Part 91: General Aviation,,Business,,1,,,,VMC,MANEUVERING,Probable Cause,09/30/2013,
20120802X31102,Accident,WPR12FA339,08/02/2012,"Truckee, CA",United States,39.320000,-120.139444,,Truckee-Tahoe Airport,Fatal(1),Substantial,Airplane,N8218P,PIPER,PA-24-250,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,08/14/2012,
20120802X85728,Accident,ANC12FA083,08/02/2012,"Hoonah, AK",United States,58.259167,-135.119723,,,Fatal(1),Destroyed,Airplane,N8200M,PIPER,PA-32-301,No,1,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,,AIR EXCURSIONS LLC (DBA: Air Excursions),1,,,,VMC,DESCENT,Probable Cause,07/29/2013,
20120801X51155,Accident,ERA12FA491,08/01/2012,"St. Petersburg, FL",United States,27.758611,-82.623889,KSPG,Albert Whitted Airport,Fatal(1),Substantial,Airplane,N2761K,SILVAIRE,LUSCOMBE 8A,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,1,1,,,VMC,TAKEOFF,Probable Cause,01/13/2014,
20120727X80121,Accident,CEN12LA488B,07/27/2012,"Valentine, NE",United States,42.856667,-100.548889,KVTN,Miller Field Airport,Fatal(1),Substantial,Airplane,N766HS,Harold H. Smith,Vans,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,1,,VMC,LANDING,Probable Cause,01/31/2013,
20120727X80121,Accident,CEN12LA488A,07/27/2012,"Valentine, NE",United States,42.856667,-100.548889,KVTN,Miller Field Airport,Fatal(1),Substantial,Airplane,N122JA,"Joseph C. Andrews, Jr.",Vans,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,1,,VMC,LANDING,Probable Cause,01/31/2013,
20120726X31600,Accident,WPR12FA326,07/26/2012,"Sedona, AZ",United States,34.842222,-111.796666,SEZ,Sedona Airport,Fatal(3),Destroyed,Airplane,N880LY,BEECH,B60,No,2,Reciprocating,Part 91: General Aviation,,Personal,,3,,,,VMC,,Factual,03/12/2014,
